X,Y,G
106.8250,-6.7426,106.70
106.8417,-6.7426,108.00
106.8583,-6.7426,118.60
106.8750,-6.7426,137.80
106.8917,-6.7426,163.10
106.9083,-6.7426,191.60
106.9250,-6.7426,218.60
106.9417,-6.7426,240.90
106.9583,-6.7426,254.70
106.9750,-6.7426,258.60
106.9917,-6.7426,252.40
107.0083,-6.7426,237.10
106.0083,-6.7592,138.30
106.0250,-6.7592,145.00
106.0417,-6.7592,152.20
106.0583,-6.7592,159.70
106.0750,-6.7592,167.50
106.0917,-6.7592,175.40
106.1083,-6.7592,183.30
106.1250,-6.7592,191.20
106.1417,-6.7592,199.00
106.1583,-6.7592,206.20
106.1750,-6.7592,212.80
106.1917,-6.7592,218.30
106.2083,-6.7592,222.60
106.2250,-6.7592,225.30
106.2417,-6.7592,226.50
106.2583,-6.7592,226.20
106.2750,-6.7592,224.90
106.2917,-6.7592,223.00
106.3083,-6.7592,221.40
106.3250,-6.7592,220.60
106.3417,-6.7592,221.40
106.3583,-6.7592,224.00
106.3750,-6.7592,228.50
106.3917,-6.7592,234.40
106.4083,-6.7592,241.20
106.4250,-6.7592,247.70
106.4417,-6.7592,253.00
106.4583,-6.7592,255.80
106.4750,-6.7592,255.30
106.4917,-6.7592,251.20
106.5083,-6.7592,243.30
106.5250,-6.7592,232.30
106.5417,-6.7592,219.10
106.5583,-6.7592,205.40
106.5750,-6.7592,192.30
106.5917,-6.7592,181.70
106.6083,-6.7592,174.40
106.6250,-6.7592,171.00
106.6417,-6.7592,171.10
106.6583,-6.7592,173.80
106.6750,-6.7592,177.40
106.6917,-6.7592,180.00
106.7083,-6.7592,179.90
106.7250,-6.7592,175.60
106.7417,-6.7592,166.60
106.7583,-6.7592,153.90
106.7750,-6.7592,138.80
106.7917,-6.7592,124.50
106.8083,-6.7592,113.40
106.8250,-6.7592,108.90
106.8417,-6.7592,112.70
106.8583,-6.7592,125.50
106.8750,-6.7592,146.90
106.8917,-6.7592,174.00
106.9083,-6.7592,203.90
106.9250,-6.7592,231.70
106.9417,-6.7592,254.20
106.9583,-6.7592,267.80
106.9750,-6.7592,270.90
106.9917,-6.7592,263.50
107.0083,-6.7592,246.80
106.0083,-6.7757,141.50
106.0250,-6.7757,147.90
106.0417,-6.7757,155.00
106.0583,-6.7757,162.60
106.0750,-6.7757,170.50
106.0917,-6.7757,178.50
106.1083,-6.7757,186.50
106.1250,-6.7757,194.40
106.1417,-6.7757,201.90
106.1583,-6.7757,208.70
106.1750,-6.7757,214.70
106.1917,-6.7757,219.50
106.2083,-6.7757,223.00
106.2250,-6.7757,225.20
106.2417,-6.7757,226.00
106.2583,-6.7757,225.60
106.2750,-6.7757,224.40
106.2917,-6.7757,222.60
106.3083,-6.7757,220.90
106.3250,-6.7757,219.70
106.3417,-6.7757,219.50
106.3583,-6.7757,220.70
106.3750,-6.7757,223.30
106.3917,-6.7757,227.20
106.4083,-6.7757,232.20
106.4250,-6.7757,237.40
106.4417,-6.7757,242.10
106.4583,-6.7757,245.40
106.4750,-6.7757,246.60
106.4917,-6.7757,244.80
106.5083,-6.7757,239.70
106.5250,-6.7757,231.60
106.5417,-6.7757,220.80
106.5583,-6.7757,208.50
106.5750,-6.7757,195.90
106.5917,-6.7757,184.50
106.6083,-6.7757,175.40
106.6250,-6.7757,169.40
106.6417,-6.7757,166.60
106.6583,-6.7757,166.40
106.6750,-6.7757,167.70
106.6917,-6.7757,168.80
106.7083,-6.7757,168.00
106.7250,-6.7757,164.10
106.7417,-6.7757,156.40
106.7583,-6.7757,145.70
106.7750,-6.7757,133.20
106.7917,-6.7757,121.60
106.8083,-6.7757,113.30
106.8250,-6.7757,111.40
106.8417,-6.7757,117.50
106.8583,-6.7757,132.20
106.8750,-6.7757,154.90
106.8917,-6.7757,182.80
106.9083,-6.7757,212.90
106.9250,-6.7757,240.60
106.9417,-6.7757,262.60
106.9583,-6.7757,275.40
106.9750,-6.7757,277.60
106.9917,-6.7757,269.30
107.0083,-6.7757,251.90
106.0083,-6.7923,142.00
106.0250,-6.7923,148.00
106.0417,-6.7923,155.30
106.0583,-6.7923,163.50
106.0750,-6.7923,172.20
106.0917,-6.7923,180.60
106.1083,-6.7923,188.60
106.1250,-6.7923,196.10
106.1417,-6.7923,203.10
106.1583,-6.7923,209.30
106.1750,-6.7923,214.40
106.1917,-6.7923,218.30
106.2083,-6.7923,221.00
106.2250,-6.7923,222.50
106.2417,-6.7923,223.00
106.2583,-6.7923,222.70
106.2750,-6.7923,221.70
106.2917,-6.7923,220.40
106.3083,-6.7923,218.90
106.3250,-6.7923,217.50
106.3417,-6.7923,216.60
106.3583,-6.7923,216.50
106.3750,-6.7923,217.20
106.3917,-6.7923,219.10
106.4083,-6.7923,221.90
106.4250,-6.7923,225.50
106.4417,-6.7923,229.50
106.4583,-6.7923,233.00
106.4750,-6.7923,235.50
106.4917,-6.7923,235.90
106.5083,-6.7923,233.60
106.5250,-6.7923,228.40
106.5417,-6.7923,220.30
106.5583,-6.7923,209.90
106.5750,-6.7923,198.00
106.5917,-6.7923,186.10
106.6083,-6.7923,175.30
106.6250,-6.7923,166.90
106.6417,-6.7923,161.30
106.6583,-6.7923,158.30
106.6750,-6.7923,157.30
106.6917,-6.7923,156.90
106.7083,-6.7923,155.70
106.7250,-6.7923,152.50
106.7417,-6.7923,146.50
106.7583,-6.7923,138.10
106.7750,-6.7923,128.40
106.7917,-6.7923,119.70
106.8083,-6.7923,114.20
106.8250,-6.7923,114.50
106.8417,-6.7923,122.10
106.8583,-6.7923,137.70
106.8750,-6.7923,160.50
106.8917,-6.7923,187.80
106.9083,-6.7923,217.00
106.9250,-6.7923,243.40
106.9417,-6.7923,264.10
106.9583,-6.7923,275.70
106.9750,-6.7923,277.10
106.9917,-6.7923,268.30
107.0083,-6.7923,250.80
106.0083,-6.8088,138.50
106.0250,-6.8088,143.80
106.0417,-6.8088,151.50
106.0583,-6.8088,161.30
106.0750,-6.8088,171.80
106.0917,-6.8088,181.10
106.1083,-6.8088,189.10
106.1250,-6.8088,196.30
106.1417,-6.8088,202.70
106.1583,-6.8088,208.00
106.1750,-6.8088,212.10
106.1917,-6.8088,215.00
106.2083,-6.8088,216.70
106.2250,-6.8088,217.60
106.2417,-6.8088,217.80
106.2583,-6.8088,217.60
106.2750,-6.8088,217.20
106.2917,-6.8088,216.50
106.3083,-6.8088,215.60
106.3250,-6.8088,214.40
106.3417,-6.8088,213.10
106.3583,-6.8088,211.90
106.3750,-6.8088,211.00
106.3917,-6.8088,210.80
106.4083,-6.8088,211.60
106.4250,-6.8088,213.40
106.4417,-6.8088,216.30
106.4583,-6.8088,219.80
106.4750,-6.8088,223.20
106.4917,-6.8088,225.50
106.5083,-6.8088,226.00
106.5250,-6.8088,223.70
106.5417,-6.8088,218.20
106.5583,-6.8088,209.80
106.5750,-6.8088,199.00
106.5917,-6.8088,187.00
106.6083,-6.8088,175.10
106.6250,-6.8088,164.70
106.6417,-6.8088,156.50
106.6583,-6.8088,151.10
106.6750,-6.8088,148.00
106.6917,-6.8088,146.40
106.7083,-6.8088,145.00
106.7250,-6.8088,142.50
106.7417,-6.8088,138.30
106.7583,-6.8088,132.40
106.7750,-6.8088,125.50
106.7917,-6.8088,119.50
106.8083,-6.8088,116.30
106.8250,-6.8088,118.10
106.8417,-6.8088,126.40
106.8583,-6.8088,141.60
106.8750,-6.8088,163.20
106.8917,-6.8088,188.70
106.9083,-6.8088,215.50
106.9250,-6.8088,239.60
106.9417,-6.8088,258.10
106.9583,-6.8088,268.20
106.9750,-6.8088,268.80
106.9917,-6.8088,260.00
107.0083,-6.8088,243.20
106.0083,-6.8254,132.00
106.0250,-6.8254,136.00
106.0417,-6.8254,143.50
106.0583,-6.8254,155.00
106.0750,-6.8254,167.90
106.0917,-6.8254,179.00
106.1083,-6.8254,187.90
106.1250,-6.8254,195.00
106.1417,-6.8254,200.70
106.1583,-6.8254,205.00
106.1750,-6.8254,208.00
106.1917,-6.8254,209.70
106.2083,-6.8254,210.50
106.2250,-6.8254,210.70
106.2417,-6.8254,210.80
106.2583,-6.8254,210.90
106.2750,-6.8254,211.10
106.2917,-6.8254,211.30
106.3083,-6.8254,211.30
106.3250,-6.8254,210.70
106.3417,-6.8254,209.50
106.3583,-6.8254,207.60
106.3750,-6.8254,205.40
106.3917,-6.8254,203.50
106.4083,-6.8254,202.30
106.4250,-6.8254,202.40
106.4417,-6.8254,204.10
106.4583,-6.8254,207.20
106.4750,-6.8254,211.10
106.4917,-6.8254,215.00
106.5083,-6.8254,217.70
106.5250,-6.8254,218.00
106.5417,-6.8254,215.10
106.5583,-6.8254,208.80
106.5750,-6.8254,199.30
106.5917,-6.8254,187.80
106.6083,-6.8254,175.20
106.6250,-6.8254,163.50
106.6417,-6.8254,153.50
106.6583,-6.8254,146.20
106.6750,-6.8254,141.60
106.6917,-6.8254,139.10
106.7083,-6.8254,137.60
106.7250,-6.8254,136.00
106.7417,-6.8254,133.50
106.7583,-6.8254,129.80
106.7750,-6.8254,125.30
106.7917,-6.8254,121.40
106.8083,-6.8254,119.80
106.8250,-6.8254,122.20
106.8417,-6.8254,130.10
106.8583,-6.8254,143.80
106.8750,-6.8254,162.80
106.8917,-6.8254,185.10
106.9083,-6.8254,208.50
106.9250,-6.8254,229.30
106.9417,-6.8254,245.20
106.9583,-6.8254,253.50
106.9750,-6.8254,253.50
106.9917,-6.8254,245.20
107.0083,-6.8254,229.80
106.0083,-6.8419,125.80
106.0250,-6.8419,128.00
106.0417,-6.8419,134.30
106.0583,-6.8419,145.90
106.0750,-6.8419,160.40
106.0917,-6.8419,173.80
106.1083,-6.8419,184.50
106.1250,-6.8419,192.00
106.1417,-6.8419,197.10
106.1583,-6.8419,200.40
106.1750,-6.8419,202.30
106.1917,-6.8419,203.00
106.2083,-6.8419,202.80
106.2250,-6.8419,202.40
106.2417,-6.8419,202.30
106.2583,-6.8419,202.80
106.2750,-6.8419,203.80
106.2917,-6.8419,205.00
106.3083,-6.8419,206.10
106.3250,-6.8419,206.40
106.3417,-6.8419,205.60
106.3583,-6.8419,203.60
106.3750,-6.8419,200.60
106.3917,-6.8419,197.40
106.4083,-6.8419,194.50
106.4250,-6.8419,193.00
106.4417,-6.8419,193.30
106.4583,-6.8419,195.70
106.4750,-6.8419,199.80
106.4917,-6.8419,204.70
106.5083,-6.8419,209.00
106.5250,-6.8419,211.50
106.5417,-6.8419,210.90
106.5583,-6.8419,206.70
106.5750,-6.8419,198.80
106.5917,-6.8419,188.20
106.6083,-6.8419,175.80
106.6250,-6.8419,163.50
106.6417,-6.8419,152.50
106.6583,-6.8419,144.20
106.6750,-6.8419,138.50
106.6917,-6.8419,135.50
106.7083,-6.8419,134.10
106.7250,-6.8419,133.40
106.7417,-6.8419,132.30
106.7583,-6.8419,130.30
106.7750,-6.8419,127.70
106.7917,-6.8419,125.30
106.8083,-6.8419,124.40
106.8250,-6.8419,126.60
106.8417,-6.8419,133.00
106.8583,-6.8419,144.10
106.8750,-6.8419,159.50
106.8917,-6.8419,177.60
106.9083,-6.8419,196.70
106.9250,-6.8419,213.60
106.9417,-6.8419,226.40
106.9583,-6.8419,233.00
106.9750,-6.8419,232.50
106.9917,-6.8419,225.20
107.0083,-6.8419,212.00
106.0083,-6.8585,123.80
106.0250,-6.8585,124.90
106.0417,-6.8585,129.40
106.0583,-6.8585,139.00
106.0750,-6.8585,152.40
106.0917,-6.8585,166.80
106.1083,-6.8585,179.30
106.1250,-6.8585,187.40
106.1417,-6.8585,191.90
106.1583,-6.8585,194.30
106.1750,-6.8585,195.30
106.1917,-6.8585,195.20
106.2083,-6.8585,194.30
106.2250,-6.8585,193.40
106.2417,-6.8585,193.20
106.2583,-6.8585,193.90
106.2750,-6.8585,195.70
106.2917,-6.8585,198.00
106.3083,-6.8585,200.20
106.3250,-6.8585,201.50
106.3417,-6.8585,201.50
106.3583,-6.8585,199.70
106.3750,-6.8585,196.50
106.3917,-6.8585,192.30
106.4083,-6.8585,188.20
106.4250,-6.8585,185.30
106.4417,-6.8585,184.40
106.4583,-6.8585,185.90
106.4750,-6.8585,189.60
106.4917,-6.8585,194.80
106.5083,-6.8585,200.20
106.5250,-6.8585,204.20
106.5417,-6.8585,205.50
106.5583,-6.8585,203.20
106.5750,-6.8585,197.10
106.5917,-6.8585,187.80
106.6083,-6.8585,176.20
106.6250,-6.8585,164.30
106.6417,-6.8585,153.20
106.6583,-6.8585,144.50
106.6750,-6.8585,138.50
106.6917,-6.8585,135.30
106.7083,-6.8585,134.20
106.7250,-6.8585,134.10
106.7417,-6.8585,134.10
106.7583,-6.8585,133.40
106.7750,-6.8585,132.00
106.7917,-6.8585,130.40
106.8083,-6.8585,129.50
106.8250,-6.8585,130.80
106.8417,-6.8585,135.10
106.8583,-6.8585,143.00
106.8750,-6.8585,154.30
106.8917,-6.8585,167.80
106.9083,-6.8585,182.10
106.9250,-6.8585,195.00
106.9417,-6.8585,204.70
106.9583,-6.8585,209.60
106.9750,-6.8585,209.00
106.9917,-6.8585,203.10
107.0083,-6.8585,192.60
106.0083,-6.8750,127.10
106.0250,-6.8750,128.90
106.0417,-6.8750,132.20
106.0583,-6.8750,137.40
106.0750,-6.8750,146.70
106.0917,-6.8750,160.20
106.1083,-6.8750,173.70
106.1250,-6.8750,182.60
106.1417,-6.8750,186.60
106.1583,-6.8750,188.10
106.1750,-6.8750,188.00
106.1917,-6.8750,186.90
106.2083,-6.8750,185.30
106.2250,-6.8750,184.00
106.2417,-6.8750,183.60
106.2583,-6.8750,184.60
106.2750,-6.8750,187.00
106.2917,-6.8750,190.10
106.3083,-6.8750,193.40
106.3250,-6.8750,195.90
106.3417,-6.8750,196.80
106.3583,-6.8750,195.60
106.3750,-6.8750,192.40
106.3917,-6.8750,187.90
106.4083,-6.8750,183.00
106.4250,-6.8750,179.00
106.4417,-6.8750,176.80
106.4583,-6.8750,177.20
106.4750,-6.8750,180.20
106.4917,-6.8750,185.10
106.5083,-6.8750,190.90
106.5250,-6.8750,195.80
106.5417,-6.8750,198.50
106.5583,-6.8750,197.90
106.5750,-6.8750,193.60
106.5917,-6.8750,186.00
106.6083,-6.8750,175.90
106.6250,-6.8750,165.00
106.6417,-6.8750,154.60
106.6583,-6.8750,146.30
106.6750,-6.8750,140.60
106.6917,-6.8750,137.60
106.7083,-6.8750,136.90
106.7250,-6.8750,137.30
106.7417,-6.8750,137.90
106.7583,-6.8750,138.00
106.7750,-6.8750,137.20
106.7917,-6.8750,135.80
106.8083,-6.8750,134.60
106.8250,-6.8750,134.50
106.8417,-6.8750,136.40
106.8583,-6.8750,140.90
106.8750,-6.8750,148.00
106.8917,-6.8750,156.90
106.9083,-6.8750,166.70
106.9250,-6.8750,175.50
106.9417,-6.8750,182.30
106.9583,-6.8750,185.80
106.9750,-6.8750,185.40
106.9917,-6.8750,181.30
107.0083,-6.8750,173.80
106.0083,-6.8916,132.20
106.0250,-6.8916,135.30
106.0417,-6.8916,137.80
106.0583,-6.8916,138.80
106.0750,-6.8916,143.60
106.0917,-6.8916,155.60
106.1083,-6.8916,170.10
106.1250,-6.8916,180.30
106.1417,-6.8916,184.30
106.1583,-6.8916,184.40
106.1750,-6.8916,182.20
106.1917,-6.8916,179.20
106.2083,-6.8916,176.50
106.2250,-6.8916,174.60
106.2417,-6.8916,173.90
106.2583,-6.8916,175.00
106.2750,-6.8916,177.70
106.2917,-6.8916,181.60
106.3083,-6.8916,185.70
106.3250,-6.8916,189.10
106.3417,-6.8916,190.90
106.3583,-6.8916,190.50
106.3750,-6.8916,187.80
106.3917,-6.8916,183.40
106.4083,-6.8916,178.10
106.4250,-6.8916,173.40
106.4417,-6.8916,170.20
106.4583,-6.8916,169.50
106.4750,-6.8916,171.40
106.4917,-6.8916,175.60
106.5083,-6.8916,181.10
106.5250,-6.8916,186.30
106.5417,-6.8916,189.90
106.5583,-6.8916,190.60
106.5750,-6.8916,188.00
106.5917,-6.8916,182.20
106.6083,-6.8916,173.90
106.6250,-6.8916,164.70
106.6417,-6.8916,155.70
106.6583,-6.8916,148.40
106.6750,-6.8916,143.40
106.6917,-6.8916,140.90
106.7083,-6.8916,140.40
106.7250,-6.8916,141.10
106.7417,-6.8916,142.20
106.7583,-6.8916,142.60
106.7750,-6.8916,142.10
106.7917,-6.8916,140.70
106.8083,-6.8916,138.80
106.8250,-6.8916,137.50
106.8417,-6.8916,137.30
106.8583,-6.8916,138.90
106.8750,-6.8916,142.30
106.8917,-6.8916,147.20
106.9083,-6.8916,153.00
106.9250,-6.8916,158.50
106.9417,-6.8916,162.90
106.9583,-6.8916,165.20
106.9750,-6.8916,165.30
106.9917,-6.8916,163.00
107.0083,-6.8916,158.70
106.0083,-6.9081,134.40
106.0250,-6.9081,138.00
106.0417,-6.9081,139.70
106.0583,-6.9081,138.80
106.0750,-6.9081,141.50
106.0917,-6.9081,152.80
106.1083,-6.9081,168.50
106.1250,-6.9081,180.60
106.1417,-6.9081,185.40
106.1583,-6.9081,183.40
106.1750,-6.9081,178.30
106.1917,-6.9081,173.30
106.2083,-6.9081,169.20
106.2250,-6.9081,166.20
106.2417,-6.9081,164.40
106.2583,-6.9081,164.80
106.2750,-6.9081,167.50
106.2917,-6.9081,171.70
106.3083,-6.9081,176.40
106.3250,-6.9081,180.60
106.3417,-6.9081,183.30
106.3583,-6.9081,183.90
106.3750,-6.9081,182.00
106.3917,-6.9081,178.20
106.4083,-6.9081,173.10
106.4250,-6.9081,168.00
106.4417,-6.9081,164.10
106.4583,-6.9081,162.40
106.4750,-6.9081,163.20
106.4917,-6.9081,166.20
106.5083,-6.9081,170.90
106.5250,-6.9081,175.80
106.5417,-6.9081,179.60
106.5583,-6.9081,181.30
106.5750,-6.9081,180.20
106.5917,-6.9081,176.30
106.6083,-6.9081,170.10
106.6250,-6.9081,162.90
106.6417,-6.9081,155.80
106.6583,-6.9081,149.90
106.6750,-6.9081,145.80
106.6917,-6.9081,143.90
106.7083,-6.9081,143.80
106.7250,-6.9081,144.70
106.7417,-6.9081,145.80
106.7583,-6.9081,146.30
106.7750,-6.9081,145.80
106.7917,-6.9081,144.30
106.8083,-6.9081,142.10
106.8250,-6.9081,139.80
106.8417,-6.9081,138.10
106.8583,-6.9081,137.40
106.8750,-6.9081,138.10
106.8917,-6.9081,140.00
106.9083,-6.9081,142.60
106.9250,-6.9081,145.50
106.9417,-6.9081,148.10
106.9583,-6.9081,149.90
106.9750,-6.9081,150.60
106.9917,-6.9081,150.20
107.0083,-6.9081,148.70
106.0083,-6.9247,131.60
106.0250,-6.9247,135.00
106.0417,-6.9247,136.10
106.0583,-6.9247,135.30
106.0750,-6.9247,138.30
106.0917,-6.9247,149.40
106.1083,-6.9247,165.20
106.1250,-6.9247,178.30
106.1417,-6.9247,183.30
106.1583,-6.9247,180.00
106.1750,-6.9247,174.30
106.1917,-6.9247,170.50
106.2083,-6.9247,166.90
106.2250,-6.9247,161.60
106.2417,-6.9247,156.10
106.2583,-6.9247,154.10
106.2750,-6.9247,156.10
106.2917,-6.9247,160.30
106.3083,-6.9247,165.30
106.3250,-6.9247,170.00
106.3417,-6.9247,173.60
106.3583,-6.9247,175.30
106.3750,-6.9247,174.70
106.3917,-6.9247,172.10
106.4083,-6.9247,167.80
106.4250,-6.9247,163.10
106.4417,-6.9247,158.90
106.4583,-6.9247,156.40
106.4750,-6.9247,156.00
106.4917,-6.9247,157.70
106.5083,-6.9247,161.20
106.5250,-6.9247,165.30
106.5417,-6.9247,168.90
106.5583,-6.9247,171.10
106.5750,-6.9247,171.10
106.5917,-6.9247,168.90
106.6083,-6.9247,164.80
106.6250,-6.9247,159.80
106.6417,-6.9247,154.50
106.6583,-6.9247,150.20
106.6750,-6.9247,147.20
106.6917,-6.9247,145.90
106.7083,-6.9247,146.00
106.7250,-6.9247,146.90
106.7417,-6.9247,147.90
106.7583,-6.9247,148.40
106.7750,-6.9247,147.90
106.7917,-6.9247,146.50
106.8083,-6.9247,144.20
106.8250,-6.9247,141.60
106.8417,-6.9247,139.20
106.8583,-6.9247,137.40
106.8750,-6.9247,136.50
106.8917,-6.9247,136.40
106.9083,-6.9247,137.20
106.9250,-6.9247,138.40
106.9417,-6.9247,139.90
106.9583,-6.9247,141.40
106.9750,-6.9247,142.90
106.9917,-6.9247,144.20
107.0083,-6.9247,145.20
106.0083,-6.9412,124.50
106.0250,-6.9412,127.30
106.0417,-6.9412,128.10
106.0583,-6.9412,128.60
106.0750,-6.9412,133.10
106.0917,-6.9412,143.70
106.1083,-6.9412,157.90
106.1250,-6.9412,169.70
106.1417,-6.9412,174.20
106.1583,-6.9412,171.40
106.1750,-6.9412,169.10
106.1917,-6.9412,171.60
106.2083,-6.9412,171.60
106.2250,-6.9412,162.50
106.2417,-6.9412,150.40
106.2583,-6.9412,144.40
106.2750,-6.9412,145.00
106.2917,-6.9412,148.60
106.3083,-6.9412,153.00
106.3250,-6.9412,157.50
106.3417,-6.9412,161.70
106.3583,-6.9412,164.50
106.3750,-6.9412,165.30
106.3917,-6.9412,164.20
106.4083,-6.9412,161.50
106.4250,-6.9412,157.90
106.4417,-6.9412,154.30
106.4583,-6.9412,151.40
106.4750,-6.9412,149.90
106.4917,-6.9412,150.20
106.5083,-6.9412,152.40
106.5250,-6.9412,155.40
106.5417,-6.9412,158.50
106.5583,-6.9412,160.80
106.5750,-6.9412,161.70
106.5917,-6.9412,161.00
106.6083,-6.9412,158.80
106.6250,-6.9412,155.70
106.6417,-6.9412,152.40
106.6583,-6.9412,149.60
106.6750,-6.9412,147.70
106.6917,-6.9412,146.90
106.7083,-6.9412,147.10
106.7250,-6.9412,147.80
106.7417,-6.9412,148.60
106.7583,-6.9412,149.00
106.7750,-6.9412,148.60
106.7917,-6.9412,147.40
106.8083,-6.9412,145.60
106.8250,-6.9412,143.40
106.8417,-6.9412,141.20
106.8583,-6.9412,139.30
106.8750,-6.9412,138.00
106.8917,-6.9412,137.20
106.9083,-6.9412,137.00
106.9250,-6.9412,137.40
106.9417,-6.9412,138.50
106.9583,-6.9412,140.20
106.9750,-6.9412,142.40
106.9917,-6.9412,145.10
107.0083,-6.9412,148.10
106.0083,-6.9577,114.70
106.0250,-6.9577,117.00
106.0417,-6.9577,117.70
106.0583,-6.9577,119.90
106.0750,-6.9577,125.80
106.0917,-6.9577,135.40
106.1083,-6.9577,147.20
106.1250,-6.9577,157.20
106.1417,-6.9577,161.80
106.1583,-6.9577,162.00
106.1750,-6.9577,165.30
106.1917,-6.9577,174.80
106.2083,-6.9577,178.60
106.2250,-6.9577,167.10
106.2417,-6.9577,150.00
106.2583,-6.9577,140.50
106.2750,-6.9577,139.10
106.2917,-6.9577,140.50
106.3083,-6.9577,142.50
106.3250,-6.9577,145.00
106.3417,-6.9577,148.40
106.3583,-6.9577,151.80
106.3750,-6.9577,153.50
106.3917,-6.9577,153.10
106.4083,-6.9577,151.70
106.4250,-6.9577,150.60
106.4417,-6.9577,149.10
106.4583,-6.9577,146.90
106.4750,-6.9577,144.40
106.4917,-6.9577,143.50
106.5083,-6.9577,144.60
106.5250,-6.9577,146.90
106.5417,-6.9577,149.70
106.5583,-6.9577,152.20
106.5750,-6.9577,153.80
106.5917,-6.9577,154.30
106.6083,-6.9577,153.70
106.6250,-6.9577,152.30
106.6417,-6.9577,150.60
106.6583,-6.9577,149.10
106.6750,-6.9577,148.00
106.6917,-6.9577,147.60
106.7083,-6.9577,147.70
106.7250,-6.9577,148.20
106.7417,-6.9577,148.60
106.7583,-6.9577,148.80
106.7750,-6.9577,148.60
106.7917,-6.9577,147.90
106.8083,-6.9577,146.80
106.8250,-6.9577,145.60
106.8417,-6.9577,144.30
106.8583,-6.9577,143.20
106.8750,-6.9577,142.30
106.8917,-6.9577,141.70
106.9083,-6.9577,141.60
106.9250,-6.9577,142.00
106.9417,-6.9577,143.10
106.9583,-6.9577,145.20
106.9750,-6.9577,148.20
106.9917,-6.9577,152.00
107.0083,-6.9577,156.30
106.0083,-6.9743,102.80
106.0250,-6.9743,105.50
106.0417,-6.9743,106.50
106.0583,-6.9743,109.50
106.0750,-6.9743,115.80
106.0917,-6.9743,124.40
106.1083,-6.9743,134.20
106.1250,-6.9743,142.80
106.1417,-6.9743,149.00
106.1583,-6.9743,154.50
106.1750,-6.9743,163.60
106.1917,-6.9743,176.00
106.2083,-6.9743,180.80
106.2250,-6.9743,170.70
106.2417,-6.9743,154.30
106.2583,-6.9743,143.90
106.2750,-6.9743,140.00
106.2917,-6.9743,138.10
106.3083,-6.9743,136.00
106.3250,-6.9743,134.70
106.3417,-6.9743,135.40
106.3583,-6.9743,138.00
106.3750,-6.9743,139.40
106.3917,-6.9743,137.90
106.4083,-6.9743,136.30
106.4250,-6.9743,138.10
106.4417,-6.9743,140.40
106.4583,-6.9743,139.50
106.4750,-6.9743,137.00
106.4917,-6.9743,136.00
106.5083,-6.9743,137.40
106.5250,-6.9743,140.10
106.5417,-6.9743,143.40
106.5583,-6.9743,146.50
106.5750,-6.9743,149.00
106.5917,-6.9743,150.40
106.6083,-6.9743,151.00
106.6250,-6.9743,151.00
106.6417,-6.9743,150.50
106.6583,-6.9743,150.00
106.6750,-6.9743,149.50
106.6917,-6.9743,149.10
106.7083,-6.9743,149.00
106.7250,-6.9743,148.90
106.7417,-6.9743,148.90
106.7583,-6.9743,148.90
106.7750,-6.9743,148.80
106.7917,-6.9743,148.60
106.8083,-6.9743,148.50
106.8250,-6.9743,148.50
106.8417,-6.9743,148.70
106.8583,-6.9743,148.90
106.8750,-6.9743,149.10
106.8917,-6.9743,149.50
106.9083,-6.9743,150.00
106.9250,-6.9743,150.90
106.9417,-6.9743,152.50
106.9583,-6.9743,155.10
106.9750,-6.9743,158.70
106.9917,-6.9743,163.30
107.0083,-6.9743,168.50
106.0083,-6.9908,89.00
106.0250,-6.9908,92.70
106.0417,-6.9908,94.50
106.0583,-6.9908,97.60
106.0750,-6.9908,103.50
106.0917,-6.9908,111.60
106.1083,-6.9908,120.70
106.1250,-6.9908,129.20
106.1417,-6.9908,137.10
106.1583,-6.9908,146.70
106.1750,-6.9908,159.10
106.1917,-6.9908,171.10
106.2083,-6.9908,175.70
106.2250,-6.9908,169.00
106.2417,-6.9908,156.60
106.2583,-6.9908,147.20
106.2750,-6.9908,141.90
106.2917,-6.9908,137.90
106.3083,-6.9908,133.40
106.3250,-6.9908,129.10
106.3417,-6.9908,126.20
106.3583,-6.9908,125.60
106.3750,-6.9908,124.50
106.3917,-6.9908,120.60
106.4083,-6.9908,117.60
106.4250,-6.9908,119.50
106.4417,-6.9908,123.40
106.4583,-6.9908,124.70
106.4750,-6.9908,125.20
106.4917,-6.9908,127.60
106.5083,-6.9908,131.70
106.5250,-6.9908,136.40
106.5417,-6.9908,141.20
106.5583,-6.9908,145.40
106.5750,-6.9908,148.80
106.5917,-6.9908,151.10
106.6083,-6.9908,152.50
106.6250,-6.9908,153.30
106.6417,-6.9908,153.70
106.6583,-6.9908,153.70
106.6750,-6.9908,153.40
106.6917,-6.9908,152.90
106.7083,-6.9908,152.20
106.7250,-6.9908,151.50
106.7417,-6.9908,150.80
106.7583,-6.9908,150.40
106.7750,-6.9908,150.30
106.7917,-6.9908,150.60
106.8083,-6.9908,151.30
106.8250,-6.9908,152.50
106.8417,-6.9908,154.00
106.8583,-6.9908,155.70
106.8750,-6.9908,157.30
106.8917,-6.9908,158.80
106.9083,-6.9908,160.30
106.9250,-6.9908,161.90
106.9417,-6.9908,164.20
106.9583,-6.9908,167.30
106.9750,-6.9908,171.50
106.9917,-6.9908,176.60
107.0083,-6.9908,182.30
106.0083,-7.0074,73.20
106.0250,-7.0074,78.20
106.0417,-7.0074,81.60
106.0583,-7.0074,84.40
106.0750,-7.0074,89.30
